시장,종목명,코드,최종확률,절대금지확률,관망확률,예측시점가격,목표가,손절가,거래량파워
KOSPI,SK아이이테크놀로지,361610,25.229958529015917,31.626928328022565,43.14311239790347,20200,21008,19594,76
KOSPI,남해화학,025860,36.54168256204523,40.503481985234544,22.954835452720225,7820,8132,7585,10
KOSPI,신세계 I&C,035510,36.67646023055106,34.27503660520927,29.04850316423967,16370,17024,15878,80
KOSPI,이구산업,025820,31.70693338113478,37.073855651902846,31.219209476846256,5640,5865,5470,30
KOSPI,하이트진로,000080,30.936388336011255,41.768381067556916,27.295232086547948,16460,17118,15966,149
KOSPI,한국금융지주우,071055,26.90318159821039,31.305953028315102,41.790863883358384,168900,175656,163833,125
KOSPI,아모레퍼시픽홀딩스,002790,40.5171352755995,35.45446147182007,24.028406977870734,24100,25064,23377,95
KOSPI,한미사이언스,008930,24.27963669348621,31.181098343549124,44.539263472848546,32100,33384,31137,96
KOSPI,신세계푸드,031440,38.68993810839919,39.54885667519263,21.761208196640414,48050,49972,46608,531
KOSPI,SNT다이내믹스,003570,42.64504664441961,39.32967676568937,18.025277334949077,45350,47164,43989,68
KOSPI,트리니티항공,091810,35.75774662289978,40.88152854665191,23.36072632056443,905,941,877,256
KOSPI,대성산업,128820,34.99456999730788,42.80472675323912,22.200702504394947,6300,6552,6111,39
KOSPI,PI첨단소재,178920,34.21250439590638,43.78606600998422,22.00142810399328,26500,27560,25705,56
KOSPI,TYM,002900,30.719148169200515,36.67186134430659,32.60898899637677,8070,8392,7827,77
KOSPI,전진건설로봇,079900,32.146169708148996,42.35851259058147,25.495316211153412,59100,61464,57327,44
KOSPI,TKG휴켐스,069260,33.94138349178076,40.103030378541305,25.955584639561817,17220,17908,16703,79
KOSPI,오리온홀딩스,001800,39.39796342324626,37.516650844107374,23.085387967820548,24700,25688,23959,63
KOSPI,KG스틸,016380,33.23206760498655,32.28077853373431,34.4871508810469,6750,7020,6547,37
KOSPI,한화3우B,00088K,25.86213501533615,33.47046898647036,40.66739674325154,48600,50544,47142,83
KOSPI,SK케미칼,285130,27.024303745765387,33.099686971745776,39.87601300777913,44050,45812,42728,96
KOSPI,롯데정밀화학,004000,32.7570596741611,35.40942050939848,31.833521306556545,52800,54912,51216,47
KOSPI,부광약품,003000,45.02530130896959,34.93442744685177,20.04026975406251,5270,5480,5111,42
KOSPI,SJG세종,033530,28.91584875962637,42.868885157304966,28.2152690633009,8690,9037,8429,117
KOSPI,한미글로벌,053690,38.26762318023135,37.71809853164806,24.014278288120593,22600,23504,21922,43
KOSPI,HS효성첨단소재,298050,33.21085206916463,33.067899081978496,33.72125182908911,213500,222040,207095,56
KOSPI,한전산업,130660,34.15580821588581,33.6391603037472,32.205029990250864,15360,15974,14899,37
KOSPI,동서,026960,30.621154340195623,37.87504046198178,31.503806687938713,25550,26572,24783,121
KOSPI,삼성SDI우,006405,39.71558500078501,40.12065432468282,20.163761419590223,307500,319800,298275,34
KOSPI,SK우,03473K,34.099575250995414,31.24538714963809,34.65504057959873,394000,409760,382180,122
KOSPI,NHN,181710,37.80651028112525,36.1080970843768,26.08539412461407,38200,39728,37054,100
KOSPI,일동제약,249420,27.75456534614141,39.734797790051516,32.51064133415543,21250,22100,20612,61
KOSPI,SK리츠,395400,40.687247758933836,39.93463807356332,19.3781186378512,5390,5605,5228,102
KOSPI,한샘,009240,28.33137303057076,25.33548929466115,46.33313618465197,31800,33072,30846,104
KOSPI,한농화성,011500,28.31747998707736,32.60261380718924,39.07990918596564,19190,19957,18614,41
KOSPI,명신산업,009900,35.514327329799066,39.59149424419347,24.894179171065527,10660,11086,10340,25
KOSPI,영원무역홀딩스,009970,30.829221562264745,36.77943299297891,32.39134395464022,197200,205088,191284,62
KOSPI,금호타이어,073240,30.677960486007628,37.683733701444325,31.63830432243193,4870,5064,4723,60
KOSPI,현대지에프홀딩스,005440,33.90964307037901,40.929627707730305,25.160726986716515,14100,14664,13677,56
KOSPI,와이투솔루션,011690,39.70066566849149,37.745034138741694,22.55429646747651,5970,6208,5790,29
KOSPI,혜인,003010,30.01570827173007,42.50303305275152,27.481255695286166,5870,6104,5693,41
KOSPI,솔루스첨단소재,336370,32.11158979631463,36.38631652145862,31.50209666245899,10740,11169,10417,19
KOSPI,포스코스틸리온,058430,35.1777857807691,35.505589925403584,29.316621313595082,6460,6718,6266,8
KOSPI,알루코,001780,35.667372744194424,37.462407619749335,26.87022112617236,2525,2626,2449,14
KOSPI,서울식품,004410,31.758131180570103,50.280856777856165,17.961012786631787,1436,1493,1392,630
KOSPI,티에이치엔,019180,34.362657070320225,37.164987246633515,28.472352702814018,7220,7508,7003,93
KOSPI,일진홀딩스,015860,36.35142654660504,38.051530756816696,25.597039716346025,11170,11616,10834,33
KOSPI,세방전지,004490,28.90029140713325,31.8703069500405,39.229403132942366,57700,60008,55969,76
KOSPI,한컴라이프케어,372910,33.23566205020268,38.35239416241814,28.411945277495292,2275,2366,2206,536
KOSPI,유니퀘스트,077500,28.01727649207934,33.87240317894702,38.11032628943812,7300,7592,7081,29
KOSPI,롯데칠성,005300,27.5378222253157,41.48057982539146,30.981597949292837,114500,119080,111065,86
KOSPI,세진중공업,075580,32.891578934055346,32.07853759573457,35.02988198009396,15740,16369,15267,43
KOSPI,현대차증권,001500,25.450689489340434,28.522427026295432,46.02688869977055,10480,10899,10165,50
KOSPI,신풍제약,019170,32.61075402897921,39.9884703502283,27.400774130676375,10600,11024,10282,65
KOSPI,한올바이오파마,009420,39.38975250453288,40.644907399101044,19.965342331540263,50900,52936,49373,13
KOSPI,한국앤컴퍼니,000240,28.21631545420138,38.04577726754606,33.737905788136445,23850,24804,23134,69
KOSPI,대창,012800,34.03793657493716,33.2076013085641,32.754462116498736,1559,1621,1512,24
KOSPI,LS네트웍스,000680,30.090724829986936,36.74598181355469,33.16329335645838,3775,3926,3661,41
KOSPI,IPARK현대산업개발,294870,34.76047804100392,36.89288856238366,28.346636376844657,21100,21944,20467,34
KOSPI,서연이화,200880,26.393689302100853,34.772731004989005,38.833578202794016,14320,14892,13890,130
KOSPI,S-Oil우,010955,33.660595135111315,45.53854300927732,20.800864090785556,53300,55432,51701,143
KOSPI,진흥기업,002780,35.260926113790596,44.50332465548256,20.235751465901025,1085,1128,1052,17
KOSPI,한국무브넥스,010100,26.920843584109498,38.0567065867462,35.022452809376524,4650,4836,4510,42
KOSPI,대덕전자1우,35320K,33.11532989456973,36.238200177534296,30.64646992789597,39500,41080,38315,84
KOSPI,서울보증보험,031210,35.73848473640967,41.22376251304411,23.037754985720394,45850,47684,44474,54
KOSPI,대상,001680,31.52134512478224,43.80412909997589,24.674528010416044,19510,20290,18924,104
KOSPI,에이프로젠,007460,34.096557562401145,49.635437332968756,16.268003614513976,3880,4035,3763,38
KOSPI,ESR켄달스퀘어리츠,365550,35.14884614808588,37.50374084186949,27.34741450016075,4125,4290,4001,121
KOSPI,태광산업,003240,30.870240641743557,35.2314097289246,33.89834664909961,1013000,1053520,982610,84
KOSPI,한국쉘석유,002960,38.47242820672584,38.93660372350492,22.59096955988536,522000,542880,506340,59
KOSPI,TCC스틸,002710,33.74923094156279,38.04896883935359,28.201801709199735,15810,16442,15335,28
KOSPI,신세계인터내셔날,031430,37.368093127204425,38.41383798047918,24.218065912084146,14930,15527,14482,73
KOSPI,대동,000490,27.16130860842178,36.96760240185739,35.871091224895004,9400,9776,9118,51
KOSPI,송원산업,004430,30.809383454044813,35.28240643622126,33.90821159985005,11630,12095,11281,18
KOSPI,롯데손해보험,000400,32.44216331982076,39.05039838332124,28.507438296857995,2190,2277,2124,84
KOSPI,다우기술,023590,26.65471658778284,32.20366925769246,41.14161489958276,43400,45136,42098,61
KOSPI,DB,012030,37.44367250739944,40.509379812743006,22.046950660089788,2010,2090,1949,33
KOSPI,롯데리츠,330590,30.371159024861306,27.23127455693126,42.397566418207425,3780,3931,3666,106
KOSPI,종근당,185750,30.58136237183795,36.26139332678178,33.15724430138028,78100,81224,75757,88
KOSPI,코스모화학,005420,34.0754865088942,32.62238020094589,33.302130309927655,14700,15288,14259,43
KOSPI,제주은행,006220,20.72375204319576,37.13198870302031,42.14426148895811,10790,11221,10466,111
KOSPI,유니드,014830,34.711114518706424,33.323364468449824,31.965522502959875,72600,75504,70422,49
KOSPI,빙그레,005180,32.641758859502765,40.968320362942265,26.389919287438847,73100,76024,70907,46
KOSPI,아시아나항공,020560,28.441272952914883,35.94904666603295,35.60968038105218,7280,7571,7061,99
KOSPI,진에어,272450,27.261689219517706,38.886573312273875,33.851734487976195,6060,6302,5878,115
KOSPI,롯데렌탈,089860,32.660501159163104,39.704143770244336,27.63535507059257,31800,33072,30846,115
KOSPI,조일알미늄,018470,38.194126895016225,39.49698715635364,22.308885948630145,1410,1466,1367,9
KOSPI,GKL,114090,34.994533372534036,39.18853868093567,25.81692645641417,11560,12022,11213,40
KOSPI,현대약품,004310,22.675186942350596,40.85573965315449,36.469070424262675,7290,7581,7071,50
KOSPI,제주항공,089590,28.826678878366618,42.40785561514409,28.765465506489285,4970,5168,4820,107
KOSPI,사조동아원,008040,35.42946229690861,40.02861757808315,24.541922360182426,896,931,869,259
KOSPI,신한알파리츠,293940,41.765469849393824,35.239941530192105,22.994586385239902,5250,5460,5092,95
KOSPI,한섬,020000,46.722878273974366,36.37194902176261,16.905172704263016,24650,25636,23910,44
KOSPI,한국석유,004090,30.89679988389282,51.156962801133844,17.946241040263633,13460,13998,13056,27
KOSPI,CJ4우(전환),00104K,38.7927010874736,36.12542096392427,25.081876458486,153100,159224,148507,89
KOSPI,화천기계,010660,37.537195158212114,38.47350013281956,23.989301728736095,4200,4368,4074,67
KOSPI,시프트업,462870,31.257583947052126,40.30175470835218,28.440665814944055,28850,30004,27984,75
KOSPI,미래에셋증권우,006805,33.44300034024437,33.6332928901731,32.92370527946641,19170,19936,18594,44
KOSPI,한화리츠,451800,33.99977884207269,47.47577939976612,18.524444738393424,4840,5033,4694,133
KOSPI,한일시멘트,300720,27.72441111632818,30.612872707526247,41.662713195913334,15220,15828,14763,89
KOSPI,신영증권,001720,29.015633608293612,33.6046367934176,37.37972661805655,180100,187304,174697,41
KOSPI,에이블씨엔씨,078520,44.98118322992013,33.955266715469165,21.06355154472682,12810,13322,12425,72
KOSPI,금강공업,014280,31.536968019345444,40.240852982383096,28.22218048838759,5010,5210,4859,64
KOSPI,평화홀딩스,010770,25.956298662267585,40.49320251941931,33.55050328866146,4580,4763,4442,365
KOSPI,롯데웰푸드,280360,32.37066825112027,44.12014032409319,23.509190679728487,117000,121680,113490,53
KOSPI,계룡건설,013580,35.37943502640061,33.679956175722566,30.940608797876823,22650,23556,21970,62
KOSPI,하나투어,039130,31.653199639905992,36.76601669118374,31.58078515902638,37650,39156,36520,62
KOSPI,쏘카,403550,33.472761360469185,37.27764035105549,29.249596798359214,12530,13031,12154,48
KOSPI,광주신세계,037710,33.1397349448006,30.675947829827845,36.18431797042962,36300,37752,35211,281
KOSPI,드림텍,192650,29.131293758239156,38.15615479344064,32.712551448320205,5560,5782,5393,67
KOSPI,세아홀딩스,058650,32.36850420006547,39.05301266888901,28.578483131045516,155500,161720,150835,142
KOSPI,HDC,012630,30.15853835427843,37.20632447048332,32.6351327048899,22800,23712,22116,50
KOSPI,한솔제지,213500,34.07733169426683,38.48742064210351,27.4352506438619,6850,7124,6644,122
KOSPI,한세실업,105630,25.775643167117224,29.680564753118976,44.54378835447349,9330,9703,9050,171
KOSPI,미래에셋생명,085620,39.05772588482894,40.496046347100894,20.44622776807016,14560,15142,14123,51
KOSPI,덴티움,145720,32.43275188631596,37.10788934703356,30.45935727653436,48250,50180,46802,69
KOSPI,오뚜기,007310,33.32980386074461,40.41443463415554,26.255760014983732,342000,355680,331740,81
KOSPI,한솔홀딩스,004150,32.44764105929414,39.17936063957917,28.372998301126685,3665,3811,3555,51
KOSPI,LX하우시스,108670,34.52151688168008,40.5082045999097,24.970275538177987,35800,37232,34726,53
KOSPI,엠씨넥스,097520,29.743515672612798,42.11659818881902,28.139889118800415,21950,22828,21291,89
KOSPI,삼천리,004690,33.514086026902916,34.98427188394024,31.501645069389085,125400,130416,121638,71
KOSPI,에이플러스에셋,244920,29.38572386874053,43.24527426667625,27.369003354699334,11930,12407,11572,97
KOSPI,성신양회,004980,32.230283597348084,40.75210078279127,27.017611149512287,9300,9672,9021,50
KOSPI,HL홀딩스,060980,28.418972694753737,35.15209673400504,36.428926845950926,45450,47268,44086,92
KOSPI,NH투자증권우,005945,28.31070055396752,35.48387949722107,36.205416968579165,25650,26676,24880,66
KOSPI,대원강업,000430,34.024813899841455,38.39945619867537,27.575729901483182,4285,4456,4156,93
KOSPI,율촌화학,008730,32.279678996788675,33.087204556000025,34.63311793732742,21350,22204,20709,70
KOSPI,삼양바이오팜,0120G0,34.18834473938913,47.13975836813955,18.671898382587433,59000,61360,57230,56
KOSPI,케이카,381970,29.325038013271897,40.01410109915029,30.660865357926166,9780,10171,9486,76
KOSPI,아세아제지,002310,31.663618252313352,42.38419764099655,25.9521841066901,8220,8548,7973,84
KOSPI,풍산홀딩스,005810,30.309057475692313,45.5245005216193,24.166439767514213,40500,42120,39285,36
KOSPI,웅진,016880,40.75328778207302,38.66655789103667,20.58015209171613,2400,2496,2328,72
KOSPI,서흥,008490,33.53946255591982,44.66331477607173,21.7972219229504,22400,23296,21728,105
KOSPI,NICE평가정보,030190,39.80556333097446,37.50804959985455,22.686388559287103,14990,15589,14540,76
KOSPI,대웅,003090,26.83481844174492,34.58492283700286,38.58026021136835,20300,21112,19691,96
KOSPI,테이팩스,055490,44.67735292007357,31.800957634039897,23.52168795577042,18300,19032,17751,84
KOSPI,KG케미칼,001390,33.941717623328884,39.07432116859964,26.983959717955365,5150,5356,4995,24
KOSPI,KBI동양철관,008970,33.77205296230622,36.17250135537893,30.055442702082612,1544,1605,1497,29
KOSPI,DB증권,016610,26.78273289096641,29.391860810718036,43.825407788431676,11930,12407,11572,66
KOSPI,대성에너지,117580,34.7745673648166,45.559683443278395,19.665748446846937,7840,8153,7604,62
KOSPI,동원산업,006040,30.61804800590091,36.246842298928975,33.13510969517011,36350,37804,35259,42
KOSPI,이연제약,102460,33.48924895083362,43.77927411603448,22.73147767818996,11740,12209,11387,67
KOSPI,보령,003850,30.059771369941853,37.67720715221817,32.263022967956104,9410,9786,9127,83
KOSPI,삼성제약,001360,36.599158016990444,33.021438214884284,30.37940451318334,1604,1668,1555,33
KOSPI,동아쏘시오홀딩스,000640,34.4020423617309,37.52515879765834,28.07280033072688,90000,93600,87300,84
KOSPI,코람코더원리츠,417310,31.33785052235765,45.35724099797884,23.3049084796635,10240,10649,9932,71
KOSPI,한화투자증권우,003535,28.71476242857064,38.64849104469913,32.636745036614116,7870,8184,7633,193
KOSPI,교보증권,030610,31.1218420760105,32.88881714020946,35.989339293663924,12550,13052,12173,44
KOSPI,CJ CGV,079160,35.66006448057919,42.85663579919108,21.483299720229734,4740,4929,4597,54
KOSPI,현대코퍼레이션,011760,33.9066509037972,35.836324550135565,30.257024546067235,27300,28392,26481,63
KOSPI,BGF,027410,30.068299909682462,32.45249174259733,37.47920983783632,4775,4966,4631,96
KOSPI,한국단자,025540,35.083071648221164,39.64902092033957,25.267907431439262,83700,87048,81189,45
KOSPI,KB스타리츠,432320,33.34314279763254,39.65310893646105,27.003746775790287,1557,1619,1510,63
KOSPI,세우글로벌,013000,32.180054671882715,47.35792076863016,20.462021579254884,1401,1457,1358,152
KOSPI,성문전자우,014915,38.08021967495908,45.29569563723446,16.624081707574216,5690,5917,5519,332
KOSPI,에스디바이오센서,137310,32.155385895172536,44.64058069160852,23.204033413218944,7960,8278,7721,103
KOSPI,더존비즈온,012510,38.37554701262585,41.83653696636264,19.787917511127635,120000,124800,116400,19
KOSPI,JW중외제약,001060,31.80467691891461,38.348825774227834,29.846495816741438,28700,29848,27839,56
KOSPI,화승엔터프라이즈,241590,33.07677242267235,32.68578090193887,34.23744742044684,3760,3910,3647,189
KOSPI,NH올원리츠,400760,41.37178446717027,36.004989903387,22.62322860967497,3015,3135,2924,157
KOSPI,태양금속우,004105,35.22275386107525,40.192063501022325,24.58518412801854,4040,4201,3918,389
KOSPI,하이스틸,071090,29.911479752401014,41.509891169605716,28.578630568109386,3840,3993,3724,15
KOSPI,SNT홀딩스,036530,34.94961700289549,37.24804720809765,27.802332808774633,51900,53976,50343,105
KOSPI,영풍,000670,41.01230484922064,31.346371715318753,27.641320455228367,54000,56160,52380,62
KOSPI,선진,136490,33.092381057185484,42.17114464143081,24.736476536557888,10710,11138,10388,60
KOSPI,SP삼화,000390,33.10801386826344,44.14021606129059,22.751770070445968,7630,7935,7401,32
KOSPI,KB발해인프라,415640,31.761932776754843,39.51950290778271,28.71856282534634,9980,10379,9680,82
KOSPI,대상홀딩스,084690,33.22724946248753,42.70010555500192,24.072643492394423,9480,9859,9195,128
KOSPI,엠앤씨솔루션,484870,34.35595370947276,35.844916135341634,29.799133880475903,83700,87048,81189,55
KOSPI,케이씨,029460,30.108193257936854,38.40825009085156,31.483556651211593,34450,35828,33416,72
KOSPI,두올,016740,32.358527841616244,39.2087048560261,28.432765812241534,4785,4976,4641,76
KOSPI,HS애드,035000,35.76687073743737,35.17180592793983,29.061323334622802,7360,7654,7139,239
KOSPI,동양,001520,37.08183543140716,34.357312821657594,28.56084876670301,658,684,638,198
KOSPI,대신증권우,003545,26.753295362727474,32.778142281590725,40.46856310073987,21650,22516,21000,45
KOSPI,광동제약,009290,33.741257144212845,33.880425757692414,32.37831709809475,7270,7560,7051,55
KOSPI,한국공항,005430,34.42712211937643,41.55274652726085,24.020132098420792,73400,76336,71198,60
KOSPI,일진하이솔루스,271940,33.545673793672854,35.46093861565004,30.99338908079322,14550,15132,14113,70
KOSPI,AJ네트웍스,095570,30.65484669305143,38.433187403863506,30.91196441296894,4700,4888,4559,69
KOSPI,CJ제일제당 우,097955,41.63519946277042,35.474227202891015,22.890576314570797,129400,134576,125518,127
KOSPI,넥센타이어,002350,28.195008756321695,44.392611030875194,27.412384683151465,6600,6864,6402,78
KOSPI,동아지질,028100,33.590047137078415,36.49804505020525,29.911909302832452,15560,16182,15093,122
KOSPI,제이에스코퍼레이션,194370,38.49097631570064,36.08610872735868,25.42291346682456,11930,12407,11572,58
KOSPI,에이프로젠바이오로직스,003060,39.731702908648224,44.93496449921463,15.333330356962968,3175,3302,3079,60
KOSPI,한국토지신탁,034830,34.31128261848222,45.14787436062191,20.540843765953934,1395,1450,1353,88
KOSPI,디와이파워,210540,31.312335842760564,38.186815331579396,30.500850315776162,13820,14372,13405,74
KOSPI,명인제약,317450,28.19105587930214,38.21321742685315,33.59572818396082,49100,51064,47627,85
KOSPI,PKC,001340,26.766719306763225,29.028722961941455,44.2045562411792,5810,6042,5635,40
KOSPI,자이에스앤디,317400,38.346103584260696,37.28196147545507,24.37193494028423,3905,4061,3787,114
KOSPI,수산인더스트리,126720,39.469863883753355,37.81639281136373,22.71374404994098,28900,30056,28033,31
KOSPI,지역난방공사,071320,27.728870469084,40.11030638893918,32.16082314197683,72900,75816,70713,54
KOSPI,KSS해운,044450,34.93385340329636,41.381609267396136,23.684536584249447,10780,11211,10456,33
KOSPI,무림P&P,009580,34.681097023894125,41.79296573266866,23.525937243437205,2205,2293,2138,38
KOSPI,LF,093050,38.78795312319274,37.787429349548276,23.424617527258984,23650,24596,22940,82
KOSPI,동방,004140,33.84406753741359,40.579563421585284,25.57636904100112,2285,2376,2216,40
KOSPI,남양유업,003920,35.376595148198454,39.33001597225727,25.293393349892636,47800,49712,46366,155
KOSPI,동양생명,082640,33.09465045071217,43.557448005257186,23.347904524262873,7490,7789,7265,19
KOSPI,태영건설,009410,33.24455428243459,42.94202063844798,23.813426569233552,1731,1800,1679,61
KOSPI,한신기계,011700,32.38745318093886,37.67677011986896,29.93577818930828,3720,3868,3608,15
KOSPI,한국화장품제조,003350,35.43850793672421,35.98954063936728,28.571952914024635,9050,9412,8778,29
KOSPI,서연,007860,24.491840935219397,29.82810544166852,45.6800551132282,9050,9412,8778,79
KOSPI,한양증권,001750,36.18529824881614,31.537968212223788,32.276733538960066,24100,25064,23377,97
KOSPI,노루페인트,090350,27.658861281248527,33.98537165003791,38.35576855882968,8070,8392,7827,83
KOSPI,콘텐트리중앙,036420,41.21934749688291,36.43087344598707,22.349774586781663,5880,6115,5703,135
KOSPI,서원,021050,37.33326608882198,39.811170437284396,22.85556570906781,1495,1554,1450,21
KOSPI,NICE,034310,26.935476005335634,28.826817442395626,44.2377072973268,13140,13665,12745,122
KOSPI,휴니드,005870,44.198476821883695,33.28306728090807,22.51845515215018,6970,7248,6760,26
KOSPI,세기상사,002420,34.800966866186975,46.54720852544919,18.65182609847996,6510,6770,6314,315
KOSPI,E1,017940,25.39230961033941,37.691018541598154,36.916671848062435,92200,95888,89434,48
KOSPI,유니온머티리얼,047400,39.16497108883845,46.633038256362504,14.201991399857114,1472,1530,1427,35
KOSPI,SIMPAC,009160,37.45597313504294,40.27231294751085,22.27171391744622,5400,5616,5238,45
KOSPI,INVENI,015360,34.69365400272805,40.49800723563687,24.808338761635074,16100,16744,15617,74
KOSPI,HS효성,487570,25.702223119403754,36.7791595339356,37.51862107195094,56900,59176,55193,39
KOSPI,현대그린푸드,453340,33.67826614542595,39.730876660257216,26.59085868443295,17970,18688,17430,50
KOSPI,동아에스티,170900,34.187454195492926,41.56331998180832,24.249225822698758,40500,42120,39285,94
KOSPI,영진약품,003520,29.830221293534752,35.94279873634518,34.22698071517813,1430,1487,1387,128
KOSPI,삼성FN리츠,448730,29.737007890127142,31.950962582792858,38.31202878202193,5030,5231,4879,92
KOSPI,토니모리,214420,32.506360106695396,37.57626507937457,29.91737630404615,6510,6770,6314,43
KOSPI,신일전자,002700,43.75331279265778,40.422024447159046,15.824662015125119,1315,1367,1275,87
KOSPI,대영포장,014160,39.5878432878345,38.4958259511684,21.916331506055165,1000,1040,970,48
KOSPI,삼영전자,005680,41.88359613448208,34.34602547778838,23.77037838772954,12810,13322,12425,67
KOSPI,주성코퍼레이션,109070,37.287096864697126,43.04105575319447,19.67184589199229,1509,1569,1463,39
KOSPI,경방,000050,32.53252112988166,39.95946208839012,27.50801976196047,9910,10306,9612,74
KOSPI,엘브이엠씨홀딩스,900140,34.77195850027594,34.60368253144408,30.624354497931623,1525,1586,1479,53
KOSPI,대신증권2우B,003547,29.10014626246496,33.21720365772691,37.68265007980812,20700,21528,20079,84
KOSPI,SK디스커버리우,006125,30.181692882020407,34.64707167314051,35.17123693495521,40200,41808,38994,374
KOSDAQ,제주반도체,080220,34.854652458690396,44.792106383133834,20.353242648291893,117800,122512,114266,145
KOSDAQ,하나마이크론,067310,36.00868953538034,36.90670759172482,27.084605853127076,54500,56680,52865,197
KOSDAQ,대한광통신,010170,39.0379346573897,42.221175382702,18.740889959908298,23100,24024,22407,28
KOSDAQ,파두,440110,44.281060839007985,35.26809136993918,20.45084555587867,116700,121368,113199,98
KOSDAQ,아주IB투자,027360,39.098627161053074,41.92840289210188,18.97296547649669,16020,16660,15539,56
KOSDAQ,SFA반도체,036540,30.13405142582507,36.76222583122806,33.103722742946864,8950,9308,8681,170
KOSDAQ,현대무벡스,319400,34.487236839133516,41.1567006582057,24.35606250266079,38500,40040,37345,89
KOSDAQ,레인보우로보틱스,277810,37.30225039598504,38.75859192860266,23.9391576754123,743000,772720,720710,72
KOSDAQ,성호전자,043260,48.373341460621496,34.40672275402209,17.219935785356405,39100,40664,37927,165
KOSDAQ,티이엠씨,425040,36.82703789853993,41.252260481966985,21.92070087443504,25950,26988,25171,127
KOSDAQ,미래에셋벤처투자,100790,41.850489230381406,40.12496753248491,18.024543982191744,56300,58552,54611,51
KOSDAQ,서진시스템,178320,39.868279093832435,37.68404091026394,22.447682231077803,72200,75088,70034,63
KOSDAQ,티씨머티리얼즈,125020,43.561308051421086,35.36987026422448,21.068819449180253,9630,10015,9341,236
KOSDAQ,녹십자엠에스,142280,36.52129189564083,41.18635746031423,22.292349153928832,5620,5844,5451,389
KOSDAQ,엠케이전자,033160,38.007709817516556,37.608972887336215,24.38332251055364,34000,35360,32980,246
KOSDAQ,코칩,126730,35.91681379719921,34.04974102224444,30.03344667067247,21700,22568,21049,708
KOSDAQ,이노인스트루먼트,215790,35.76471591692291,42.231035480922316,22.004249347212838,2100,2184,2037,246
KOSDAQ,동진쎄미켐,005290,33.82450332736057,40.4284319220208,25.74706624073475,62000,64480,60140,141
KOSDAQ,로보티즈,108490,34.28220588028591,40.416953482444775,25.30083765703707,303500,315640,294395,63
KOSDAQ,테스,095610,37.91183779394181,38.212669287636196,23.875490683247815,120100,124904,116497,163
KOSDAQ,소룩스,290690,35.15228777706384,46.73678773708347,18.110921505620453,5180,5387,5024,233
KOSDAQ,우리기술,032820,37.14768866198766,39.0075861363683,23.844729671992397,16700,17368,16199,51
KOSDAQ,아이진,185490,41.114890520127446,45.07704547037813,13.808061029262186,2315,2407,2245,1082
KOSDAQ,고영,098460,31.538999181392246,44.41528854141229,24.045710787079347,37500,39000,36375,31
KOSDAQ,에스에이엠티,031330,36.49905525466959,38.84796816675612,24.652972108225928,14790,15381,14346,222
KOSDAQ,아이로보틱스,066430,38.622021962871976,44.36363683823401,17.014338963719826,3575,3718,3467,194
KOSDAQ,로보스타,090360,33.77188570768871,39.30740517183388,26.920707630361296,89600,93184,86912,220
KOSDAQ,빛과전자,069540,41.70672710565276,39.383449540221974,18.909819628834974,5090,5293,4937,94
KOSDAQ,에스피지,058610,36.65641459488526,39.34308892152197,24.000492758302467,125900,130936,122123,95
KOSDAQ,LS머트리얼즈,417200,40.37333800375038,36.73192960236985,22.894734629053936,22500,23400,21825,52
KOSDAQ,휴림로봇,090710,37.76100044353811,36.13642578969688,26.102572276648893,11620,12084,11271,33
KOSDAQ,쏠리드,050890,40.67170286489127,40.9399174820479,18.38837667282858,15740,16369,15267,48
KOSDAQ,대주전자재료,078600,55.0574262479656,33.47087290614539,11.471700100830958,132500,137800,128525,92
KOSDAQ,테크윙,089030,43.9460672531182,34.619229551553985,21.434701705211694,52700,54808,51119,71
KOSDAQ,켄코아에어로스페이스,274090,32.70238383181682,39.66161781991938,27.6359983482638,25550,26572,24783,158
KOSDAQ,원텍,336570,38.45910000993226,42.80719892056313,18.733698834330433,8900,9256,8633,356
KOSDAQ,삼천당제약,000250,37.36506156965847,43.90237651075891,18.732560429466496,355000,369200,344350,52
KOSDAQ,에이치브이엠,295310,46.09463166317946,34.665830459760784,19.239537132001697,110900,115336,107573,121
KOSDAQ,라온로보틱스,232680,33.51891608758102,42.06984330834914,24.411240604069835,18300,19032,17751,470
KOSDAQ,브이엠,089970,34.10067043847509,41.72146258544937,24.177869956307763,59900,62296,58103,190
KOSDAQ,저스템,417840,41.23553987295722,38.85001382348436,19.91444555850035,18110,18834,17566,130
KOSDAQ,우리로,046970,46.98225798993061,38.39943564628051,14.618303011027612,8660,9006,8400,93
KOSDAQ,피델릭스,032580,50.57833003298333,34.41257704149147,15.009092925525202,6510,6770,6314,203
KOSDAQ,세미파이브,490470,42.043538556413864,37.87177460335196,20.084687585292226,35050,36452,33998,58
KOSDAQ,한성크린텍,066980,39.584611854504374,42.74553274924696,17.669857631422847,1898,1973,1841,639
KOSDAQ,펩트론,087010,34.102708815891525,39.15470593783981,26.742586736384787,239000,248560,231830,102
KOSDAQ,피노,033790,49.16241210751153,33.126152983353954,17.711440124540946,11720,12188,11368,114
KOSDAQ,에이비엘바이오,298380,31.151571611581968,35.647351608335654,33.20107678008238,109900,114296,106603,54
KOSDAQ,올릭스,226950,40.41102639495484,37.84821104048793,21.74076405467334,146200,152048,141814,90
KOSDAQ,아이씨티케이,456010,34.25842338113699,42.155413183282185,23.586164925696934,23950,24908,23231,132
